x,y
0.0,0.0
0.010101010101010102,0.05999387817569636
0.020202020202020204,0.11876339149066423
0.030303030303030304,0.17630853994490361
0.04040404040404041,0.23262932353841448
0.05050505050505051,0.28772574227119685
0.06060606060606061,0.34159779614325075
0.07070707070707072,0.39424548515457614
0.08080808080808081,0.44566880930517305
0.09090909090909091,0.49586776859504134
0.10101010101010102,0.5448423630241813
0.11111111111111112,0.5925925925925926
0.12121212121212122,0.6391184573002755
0.13131313131313133,0.68441995714723
0.14141414141414144,0.7284970921334559
0.15151515151515152,0.7713498622589533
0.16161616161616163,0.8129782675237222
0.17171717171717174,0.8533823079277626
0.18181818181818182,0.8925619834710744
0.19191919191919193,0.9305172941536579
0.20202020202020204,0.9672482399755129
0.21212121212121213,1.002754820936639
0.22222222222222224,1.0370370370370372
0.23232323232323235,1.0700948882767067
0.24242424242424243,1.1019283746556476
0.25252525252525254,1.13253749617386
0.26262626262626265,1.161922252831344
0.27272727272727276,1.1900826446280994
0.2828282828282829,1.2170186715641262
0.29292929292929293,1.2427303336394246
0.30303030303030304,1.2672176308539946
0.31313131313131315,1.290480563207836
0.32323232323232326,1.312519130700949
0.33333333333333337,1.3333333333333335
0.3434343434343435,1.3529231711049896
0.3535353535353536,1.3712886440159169
0.36363636363636365,1.3884297520661157
0.37373737373737376,1.4043464952555864
0.38383838383838387,1.4190388735843282
0.393939393939394,1.4325068870523416
0.4040404040404041,1.4447505356596266
0.4141414141414142,1.4557698194061834
0.42424242424242425,1.465564738292011
0.43434343434343436,1.4741352923171105
0.4444444444444445,1.4814814814814818
0.4545454545454546,1.4876033057851241
0.4646464646464647,1.4925007652280378
0.4747474747474748,1.4961738598102237
0.48484848484848486,1.4986225895316805
0.494949494949495,1.499846954392409
0.5050505050505051,1.499846954392409
0.5151515151515152,1.4986225895316805
0.5252525252525253,1.4961738598102237
0.5353535353535354,1.492500765228038
0.5454545454545455,1.4876033057851241
0.5555555555555556,1.4814814814814814
0.5656565656565657,1.4741352923171105
0.5757575757575758,1.465564738292011
0.5858585858585859,1.4557698194061832
0.595959595959596,1.4447505356596266
0.6060606060606061,1.4325068870523416
0.6161616161616162,1.419038873584328
0.6262626262626263,1.4043464952555862
0.6363636363636365,1.3884297520661157
0.6464646464646465,1.3712886440159167
0.6565656565656566,1.3529231711049894
0.6666666666666667,1.3333333333333333
0.6767676767676768,1.312519130700949
0.686868686868687,1.2904805632078358
0.696969696969697,1.2672176308539944
0.7070707070707072,1.2427303336394244
0.7171717171717172,1.217018671564126
0.7272727272727273,1.1900826446280992
0.7373737373737375,1.1619222528313435
0.7474747474747475,1.1325374961738597
0.7575757575757577,1.1019283746556472
0.7676767676767677,1.0700948882767063
0.7777777777777778,1.037037037037037
0.787878787878788,1.002754820936639
0.797979797979798,0.9672482399755126
0.8080808080808082,0.9305172941536575
0.8181818181818182,0.8925619834710743
0.8282828282828284,0.853382307927762
0.8383838383838385,0.8129782675237218
0.8484848484848485,0.7713498622589531
0.8585858585858587,0.7284970921334555
0.8686868686868687,0.6844199571472297
0.8787878787878789,0.6391184573002751
0.888888888888889,0.5925925925925923
0.8989898989898991,0.5448423630241807
0.9090909090909092,0.49586776859504095
0.9191919191919192,0.4456688093051728
0.9292929292929294,0.3942454851545755
0.9393939393939394,0.3415977961432504
0.9494949494949496,0.2877257422711962
0.9595959595959597,0.23262932353841406
0.9696969696969697,0.17630853994490345
0.9797979797979799,0.11876339149066369
0.98989898989899,0.05999387817569609
1.0,0.0
